0,1,2,3,4,5,6,7,8,9,10,11
1255,108,794,583,275,653,217,1182,349,455,230,619
1255,108,794,583,275,653,217,1182,349,455,230,619
230,619,1255,108,794,583,275,653,217,1182,349,455
230,619,1255,108,794,583,275,653,217,1182,349,455
1768,377,884,811,420,1069,311,2066,800,454,991,516
1768,377,884,811,420,1069,311,2066,800,454,991,516
991,516,1768,377,884,811,420,1069,311,2066,800,454
991,516,1768,377,884,811,420,1069,311,2066,800,454
221,164,173,136,28,365,34,134,49,147,251,121
221,164,173,136,28,365,34,134,49,147,251,121
251,121,221,164,173,136,28,365,34,134,49,147
251,121,221,164,173,136,28,365,34,134,49,147
2215,239,1467,1148,738,1444,358,2719,1050,384,553,964
2215,239,1467,1148,738,1444,358,2719,1050,384,553,964
553,964,2215,239,1467,1148,738,1444,358,2719,1050,384
553,964,2215,239,1467,1148,738,1444,358,2719,1050,384
4749,131,2737,272,3507,1971,573,4986,295,1490,204,1990
4749,131,2737,272,3507,1971,573,4986,295,1490,204,1990
204,1990,4749,131,2737,272,3507,1971,573,4986,295,1490
204,1990,4749,131,2737,272,3507,1971,573,4986,295,1490
2,0,9,25,0,20,0,26,14,1,44,0
2,0,9,25,0,20,0,26,14,1,44,0
44,0,2,0,9,25,0,20,0,26,14,1
44,0,2,0,9,25,0,20,0,26,14,1
1825,145,1056,385,872,706,328,1628,244,571,249,799
1825,145,1056,385,872,706,328,1628,244,571,249,799
249,799,1825,145,1056,385,872,706,328,1628,244,571
249,799,1825,145,1056,385,872,706,328,1628,244,571
40,19,91,1,35,1,35,60,0,51,1,54
40,19,91,1,35,1,35,60,0,51,1,54
1,54,40,19,91,1,35,1,35,60,0,51
1,54,40,19,91,1,35,1,35,60,0,51
76,175,162,63,389,34,137,53,138,316,24,299
76,175,162,63,389,34,137,53,138,316,24,299
24,299,76,175,162,63,389,34,137,53,138,316
24,299,76,175,162,63,389,34,137,53,138,316
1279,561,1125,3027,762,1624,672,2018,1608,465,3362,1113
1279,561,1125,3027,762,1624,672,2018,1608,465,3362,1113
3362,1113,1279,561,1125,3027,762,1624,672,2018,1608,465
3362,1113,1279,561,1125,3027,762,1624,672,2018,1608,465
52,111,159,9,223,21,71,78,83,169,4,148
52,111,159,9,223,21,71,78,83,169,4,148
4,148,52,111,159,9,223,21,71,78,83,169
4,148,52,111,159,9,223,21,71,78,83,169
511,351,208,1114,80,419,54,441,899,46,731,96
511,351,208,1114,80,419,54,441,899,46,731,96
731,96,511,351,208,1114,80,419,54,441,899,46
731,96,511,351,208,1114,80,419,54,441,899,46
415,82,319,144,223,226,88,500,129,149,117,205
415,82,319,144,223,226,88,500,129,149,117,205
117,205,415,82,319,144,223,226,88,500,129,149
117,205,415,82,319,144,223,226,88,500,129,149
274,14,195,133,547,103,6,113,71,438,67,180
274,14,195,133,547,103,6,113,71,438,67,180
67,180,274,14,195,133,547,103,6,113,71,438
67,180,274,14,195,133,547,103,6,113,71,438
886,317,1181,706,603,845,235,1337,527,1062,1054,426
886,317,1181,706,603,845,235,1337,527,1062,1054,426
1054,426,886,317,1181,706,603,845,235,1337,527,1062
1054,426,886,317,1181,706,603,845,235,1337,527,1062
38,0,24,126,0,68,0,78,66,0,118,0
38,0,24,126,0,68,0,78,66,0,118,0
118,0,38,0,24,126,0,68,0,78,66,0
118,0,38,0,24,126,0,68,0,78,66,0
1437,286,1089,2789,456,1625,112,1832,1466,376,3295,560
1437,286,1089,2789,456,1625,112,1832,1466,376,3295,560
3295,560,1437,286,1089,2789,456,1625,112,1832,1466,376
3295,560,1437,286,1089,2789,456,1625,112,1832,1466,376
36,1,27,45,4,33,15,28,42,11,59,5
36,1,27,45,4,33,15,28,42,11,59,5
59,5,36,1,27,45,4,33,15,28,42,11
59,5,36,1,27,45,4,33,15,28,42,11
1186,65,1747,3082,116,2337,164,2636,1036,386,3949,66
1186,65,1747,3082,116,2337,164,2636,1036,386,3949,66
3949,66,1186,65,1747,3082,116,2337,164,2636,1036,386
3949,66,1186,65,1747,3082,116,2337,164,2636,1036,386
2335,511,2158,4859,380,2865,923,2981,2307,1037,4853,838
2335,511,2158,4859,380,2865,923,2981,2307,1037,4853,838
4853,838,2335,511,2158,4859,380,2865,923,2981,2307,1037
4853,838,2335,511,2158,4859,380,2865,923,2981,2307,1037
235,10,118,0,42,234,30,92,1,173,57,27
235,10,118,0,42,234,30,92,1,173,57,27
57,27,235,10,118,0,42,234,30,92,1,173
57,27,235,10,118,0,42,234,30,92,1,173
3023,243,2300,524,1699,1112,613,3255,351,1179,507,1288
3023,243,2300,524,1699,1112,613,3255,351,1179,507,1288
507,1288,3023,243,2300,524,1699,1112,613,3255,351,1179
507,1288,3023,243,2300,524,1699,1112,613,3255,351,1179
229,82,76,212,23,85,36,208,133,61,146,51
229,82,76,212,23,85,36,208,133,61,146,51
146,51,229,82,76,212,23,85,36,208,133,61
146,51,229,82,76,212,23,85,36,208,133,61
3667,654,2494,727,2477,1792,754,4102,573,1474,885,2164
3667,654,2494,727,2477,1792,754,4102,573,1474,885,2164
885,2164,3667,654,2494,727,2477,1792,754,4102,573,1474
885,2164,3667,654,2494,727,2477,1792,754,4102,573,1474
2737,1114,251,738,748,2413,305,1432,1092,839,1162,135
2737,1114,251,738,748,2413,305,1432,1092,839,1162,135
1162,135,2737,1114,251,738,748,2413,305,1432,1092,839
1162,135,2737,1114,251,738,748,2413,305,1432,1092,839
649,71,229,53,328,434,61,409,101,357,293,72
649,71,229,53,328,434,61,409,101,357,293,72
293,72,649,71,229,53,328,434,61,409,101,357
293,72,649,71,229,53,328,434,61,409,101,357
2389,186,2061,257,1745,1195,395,2847,283,1057,266,1428
2389,186,2061,257,1745,1195,395,2847,283,1057,266,1428
266,1428,2389,186,2061,257,1745,1195,395,2847,283,1057
266,1428,2389,186,2061,257,1745,1195,395,2847,283,1057
0,35,89,0,38,0,22,18,13,92,0,50
0,35,89,0,38,0,22,18,13,92,0,50
0,50,0,35,89,0,38,0,22,18,13,92
0,50,0,35,89,0,38,0,22,18,13,92
443,312,308,348,111,725,123,166,181,238,528,72
443,312,308,348,111,725,123,166,181,238,528,72
528,72,443,312,308,348,111,725,123,166,181,238
528,72,443,312,308,348,111,725,123,166,181,238
75,7,173,351,12,240,28,250,156,45,405,6
75,7,173,351,12,240,28,250,156,45,405,6
405,6,75,7,173,351,12,240,28,250,156,45
405,6,75,7,173,351,12,240,28,250,156,45
460,7,342,17,315,226,64,427,22,208,8,273
460,7,342,17,315,226,64,427,22,208,8,273
8,273,460,7,342,17,315,226,64,427,22,208
8,273,460,7,342,17,315,226,64,427,22,208
128,6,75,61,264,50,4,53,34,217,36,89
128,6,75,61,264,50,4,53,34,217,36,89
36,89,128,6,75,61,264,50,4,53,34,217
36,89,128,6,75,61,264,50,4,53,34,217
21,124,116,38,282,13,69,7,116,230,2,164
21,124,116,38,282,13,69,7,116,230,2,164
2,164,21,124,116,38,282,13,69,7,116,230
2,164,21,124,116,38,282,13,69,7,116,230
2851,386,2012,2314,654,1838,603,2689,1179,647,1396,935
2851,386,2012,2314,654,1838,603,2689,1179,647,1396,935
1396,935,2851,386,2012,2314,654,1838,603,2689,1179,647
1396,935,2851,386,2012,2314,654,1838,603,2689,1179,647
330,73,282,710,37,391,74,420,302,181,657,99
330,73,282,710,37,391,74,420,302,181,657,99
657,99,330,73,282,710,37,391,74,420,302,181
657,99,330,73,282,710,37,391,74,420,302,181
254,975,124,754,517,107,376,279,1369,375,215,407
254,975,124,754,517,107,376,279,1369,375,215,407
215,407,254,975,124,754,517,107,376,279,1369,375
215,407,254,975,124,754,517,107,376,279,1369,375
21,115,101,33,260,12,69,6,109,216,1,147
21,115,101,33,260,12,69,6,109,216,1,147
1,147,21,115,101,33,260,12,69,6,109,216
1,147,21,115,101,33,260,12,69,6,109,216
52,0,72,304,0,186,32,224,124,28,328,32
52,0,72,304,0,186,32,224,124,28,328,32
328,32,52,0,72,304,0,186,32,224,124,28
328,32,52,0,72,304,0,186,32,224,124,28
423,29,550,473,73,667,90,658,80,319,894,64
423,29,550,473,73,667,90,658,80,319,894,64
894,64,423,29,550,473,73,667,90,658,80,319
894,64,423,29,550,473,73,667,90,658,80,319
4234,606,1742,1292,2236,1550,925,3081,885,1141,569,1817
4234,606,1742,1292,2236,1550,925,3081,885,1141,569,1817
569,1817,4234,606,1742,1292,2236,1550,925,3081,885,1141
569,1817,4234,606,1742,1292,2236,1550,925,3081,885,1141
78,1,36,3,39,39,23,115,5,24,7,17
78,1,36,3,39,39,23,115,5,24,7,17
7,17,78,1,36,3,39,39,23,115,5,24
7,17,78,1,36,3,39,39,23,115,5,24
27,0,24,0,19,20,2,25,5,11,0,23
27,0,24,0,19,20,2,25,5,11,0,23
0,23,27,0,24,0,19,20,2,25,5,11
0,23,27,0,24,0,19,20,2,25,5,11
1933,464,1470,1101,651,2369,263,1083,304,1211,2181,357
1933,464,1470,1101,651,2369,263,1083,304,1211,2181,357
2181,357,1933,464,1470,1101,651,2369,263,1083,304,1211
2181,357,1933,464,1470,1101,651,2369,263,1083,304,1211
2695,98,1899,443,1242,1497,357,2421,273,927,310,835
2695,98,1899,443,1242,1497,357,2421,273,927,310,835
310,835,2695,98,1899,443,1242,1497,357,2421,273,927
310,835,2695,98,1899,443,1242,1497,357,2421,273,927
4,26,76,0,44,0,66,28,6,70,0,20
4,26,76,0,44,0,66,28,6,70,0,20
0,20,4,26,76,0,44,0,66,28,6,70
0,20,4,26,76,0,44,0,66,28,6,70
84,4,51,49,63,50,8,123,7,22,45,43
84,4,51,49,63,50,8,123,7,22,45,43
45,43,84,4,51,49,63,50,8,123,7,22
45,43,84,4,51,49,63,50,8,123,7,22
510,69,392,97,357,433,46,488,40,389,272,165
510,69,392,97,357,433,46,488,40,389,272,165
272,165,510,69,392,97,357,433,46,488,40,389
272,165,510,69,392,97,357,433,46,488,40,389
544,77,279,170,575,448,356,445,236,643,217,195
544,77,279,170,575,448,356,445,236,643,217,195
217,195,544,77,279,170,575,448,356,445,236,643
217,195,544,77,279,170,575,448,356,445,236,643
594,156,559,688,121,792,253,815,370,251,1005,120
594,156,559,688,121,792,253,815,370,251,1005,120
1005,120,594,156,559,688,121,792,253,815,370,251
1005,120,594,156,559,688,121,792,253,815,370,251
375,48,279,458,37,450,80,354,249,138,646,107
375,48,279,458,37,450,80,354,249,138,646,107
646,107,375,48,279,458,37,450,80,354,249,138
646,107,375,48,279,458,37,450,80,354,249,138
431,25,547,493,88,676,88,575,81,291,934,72
431,25,547,493,88,676,88,575,81,291,934,72
934,72,431,25,547,493,88,676,88,575,81,291
934,72,431,25,547,493,88,676,88,575,81,291
577,182,730,561,329,349,613,843,319,277,588,849
577,182,730,561,329,349,613,843,319,277,588,849
588,849,577,182,730,561,329,349,613,843,319,277
588,849,577,182,730,561,329,349,613,843,319,277
420,174,736,127,359,176,408,755,75,534,166,416
420,174,736,127,359,176,408,755,75,534,166,416
166,416,420,174,736,127,359,176,408,755,75,534
166,416,420,174,736,127,359,176,408,755,75,534
262,98,528,36,196,20,200,456,45,296,39,338
262,98,528,36,196,20,200,456,45,296,39,338
39,338,262,98,528,36,196,20,200,456,45,296
39,338,262,98,528,36,196,20,200,456,45,296
729,192,963,289,527,337,320,886,198,782,251,433
729,192,963,289,527,337,320,886,198,782,251,433
251,433,729,192,963,289,527,337,320,886,198,782
251,433,729,192,963,289,527,337,320,886,198,782
9,0,12,8,4,3,7,15,1,15,13,2
9,0,12,8,4,3,7,15,1,15,13,2
13,2,9,0,12,8,4,3,7,15,1,15
13,2,9,0,12,8,4,3,7,15,1,15
44,69,71,3,155,16,15,0,52,103,3,79
44,69,71,3,155,16,15,0,52,103,3,79
3,79,44,69,71,3,155,16,15,0,52,103
3,79,44,69,71,3,155,16,15,0,52,103
52,6,66,6,36,2,30,42,6,52,0,52
52,6,66,6,36,2,30,42,6,52,0,52
0,52,52,6,66,6,36,2,30,42,6,52
0,52,52,6,66,6,36,2,30,42,6,52
21,124,117,38,283,13,69,7,116,230,2,165
21,124,117,38,283,13,69,7,116,230,2,165
2,165,21,124,117,38,283,13,69,7,116,230
2,165,21,124,117,38,283,13,69,7,116,230
201,164,154,107,26,338,27,124,49,129,244,117
201,164,154,107,26,338,27,124,49,129,244,117
244,117,201,164,154,107,26,338,27,124,49,129
244,117,201,164,154,107,26,338,27,124,49,129
427,13,239,21,235,249,46,448,24,242,147,151
427,13,239,21,235,249,46,448,24,242,147,151
147,151,427,13,239,21,235,249,46,448,24,242
147,151,427,13,239,21,235,249,46,448,24,242
269,153,256,464,54,387,149,277,340,86,482,132
269,153,256,464,54,387,149,277,340,86,482,132
482,132,269,153,256,464,54,387,149,277,340,86
482,132,269,153,256,464,54,387,149,277,340,86
0,25,17,0,15,0,5,0,15,26,0,26
0,25,17,0,15,0,5,0,15,26,0,26
0,26,0,25,17,0,15,0,5,0,15,26
0,26,0,25,17,0,15,0,5,0,15,26
391,68,270,32,219,457,18,307,10,339,202,70
391,68,270,32,219,457,18,307,10,339,202,70
202,70,391,68,270,32,219,457,18,307,10,339
202,70,391,68,270,32,219,457,18,307,10,339
567,45,294,68,269,358,72,550,76,273,128,217
567,45,294,68,269,358,72,550,76,273,128,217
128,217,567,45,294,68,269,358,72,550,76,273
128,217,567,45,294,68,269,358,72,550,76,273
8,38,20,2,25,0,17,0,23,50,4,26
8,38,20,2,25,0,17,0,23,50,4,26
4,26,8,38,20,2,25,0,17,0,23,50
4,26,8,38,20,2,25,0,17,0,23,50
36,17,25,39,7,44,22,23,29,16,29,7
36,17,25,39,7,44,22,23,29,16,29,7
29,7,36,17,25,39,7,44,22,23,29,16
29,7,36,17,25,39,7,44,22,23,29,16
269,153,256,464,54,387,149,277,340,86,482,132
269,153,256,464,54,387,149,277,340,86,482,132
482,132,269,153,256,464,54,387,149,277,340,86
482,132,269,153,256,464,54,387,149,277,340,86
354,31,215,10,281,134,30,294,12,233,7,173
354,31,215,10,281,134,30,294,12,233,7,173
7,173,354,31,215,10,281,134,30,294,12,233
7,173,354,31,215,10,281,134,30,294,12,233
235,10,118,0,42,234,30,92,1,173,57,27
235,10,118,0,42,234,30,92,1,173,57,27
57,27,235,10,118,0,42,234,30,92,1,173
57,27,235,10,118,0,42,234,30,92,1,173
516,191,922,184,505,177,421,912,153,639,250,574
516,191,922,184,505,177,421,912,153,639,250,574
250,574,516,191,922,184,505,177,421,912,153,639
250,574,516,191,922,184,505,177,421,912,153,639
5,57,41,24,45,4,95,29,22,20,33,92
5,57,41,24,45,4,95,29,22,20,33,92
33,92,5,57,41,24,45,4,95,29,22,20
33,92,5,57,41,24,45,4,95,29,22,20
291,59,220,20,172,353,12,239,8,267,153,55
291,59,220,20,172,353,12,239,8,267,153,55
153,55,291,59,220,20,172,353,12,239,8,267
153,55,291,59,220,20,172,353,12,239,8,267
6,0,4,57,0,29,0,46,10,2,57,0
6,0,4,57,0,29,0,46,10,2,57,0
57,0,6,0,4,57,0,29,0,46,10,2
57,0,6,0,4,57,0,29,0,46,10,2
131,52,63,116,28,140,27,89,98,21,103,23
131,52,63,116,28,140,27,89,98,21,103,23
103,23,131,52,63,116,28,140,27,89,98,21
103,23,131,52,63,116,28,140,27,89,98,21
158,42,104,358,4,148,0,158,166,44,308,4
158,42,104,358,4,148,0,158,166,44,308,4
308,4,158,42,104,358,4,148,0,158,166,44
308,4,158,42,104,358,4,148,0,158,166,44
54,0,28,0,38,6,2,74,0,12,0,34
54,0,28,0,38,6,2,74,0,12,0,34
0,34,54,0,28,0,38,6,2,74,0,12
0,34,54,0,28,0,38,6,2,74,0,12
56,176,19,80,125,17,144,37,201,91,9,98
56,176,19,80,125,17,144,37,201,91,9,98
9,98,56,176,19,80,125,17,144,37,201,91
9,98,56,176,19,80,125,17,144,37,201,91
0,144,80,0,150,0,0,0,36,88,60,132
0,144,80,0,150,0,0,0,36,88,60,132
60,132,0,144,80,0,150,0,0,0,36,88
60,132,0,144,80,0,150,0,0,0,36,88
89,23,101,8,84,60,11,86,23,79,4,62
89,23,101,8,84,60,11,86,23,79,4,62
4,62,89,23,101,8,84,60,11,86,23,79
4,62,89,23,101,8,84,60,11,86,23,79
649,71,229,53,328,434,61,409,101,357,293,72
649,71,229,53,328,434,61,409,101,357,293,72
293,72,649,71,229,53,328,434,61,409,101,357
293,72,649,71,229,53,328,434,61,409,101,357
92,0,110,259,0,120,2,223,114,4,289,0
92,0,110,259,0,120,2,223,114,4,289,0
289,0,92,0,110,259,0,120,2,223,114,4
289,0,92,0,110,259,0,120,2,223,114,4
569,130,487,184,653,387,133,847,107,338,67,362
569,130,487,184,653,387,133,847,107,338,67,362
67,362,569,130,487,184,653,387,133,847,107,338
67,362,569,130,487,184,653,387,133,847,107,338
70,164,2,108,7,116,107,27,160,0,79,18
70,164,2,108,7,116,107,27,160,0,79,18
79,18,70,164,2,108,7,116,107,27,160,0
79,18,70,164,2,108,7,116,107,27,160,0
83,188,14,119,34,170,110,13,198,24,89,22
83,188,14,119,34,170,110,13,198,24,89,22
89,22,83,188,14,119,34,170,110,13,198,24
89,22,83,188,14,119,34,170,110,13,198,24
136,2,70,46,42,58,10,180,16,22,12,48
136,2,70,46,42,58,10,180,16,22,12,48
12,48,136,2,70,46,42,58,10,180,16,22
12,48,136,2,70,46,42,58,10,180,16,22
1,89,203,4,129,12,176,159,8,151,11,136
1,89,203,4,129,12,176,159,8,151,11,136
11,136,1,89,203,4,129,12,176,159,8,151
11,136,1,89,203,4,129,12,176,159,8,151
433,82,315,153,225,229,88,538,131,151,126,194
433,82,315,153,225,229,88,538,131,151,126,194
126,194,433,82,315,153,225,229,88,538,131,151
126,194,433,82,315,153,225,229,88,538,131,151
151,16,195,49,104,78,42,312,70,44,30,93
151,16,195,49,104,78,42,312,70,44,30,93
30,93,151,16,195,49,104,78,42,312,70,44
30,93,151,16,195,49,104,78,42,312,70,44
948,171,505,149,497,757,159,842,197,586,452,221
948,171,505,149,497,757,159,842,197,586,452,221
452,221,948,171,505,149,497,757,159,842,197,586
452,221,948,171,505,149,497,757,159,842,197,586
804,62,423,65,485,401,36,703,70,271,73,272
804,62,423,65,485,401,36,703,70,271,73,272
73,272,804,62,423,65,485,401,36,703,70,271
73,272,804,62,423,65,485,401,36,703,70,271
218,211,468,62,344,374,142,412,89,551,230,109
218,211,468,62,344,374,142,412,89,551,230,109
230,109,218,211,468,62,344,374,142,412,89,551
230,109,218,211,468,62,344,374,142,412,89,551
482,124,553,239,356,306,190,654,116,432,306,334
482,124,553,239,356,306,190,654,116,432,306,334
306,334,482,124,553,239,356,306,190,654,116,432
306,334,482,124,553,239,356,306,190,654,116,432
386,245,627,162,492,46,430,431,178,492,48,548
386,245,627,162,492,46,430,431,178,492,48,548
48,548,386,245,627,162,492,46,430,431,178,492
48,548,386,245,627,162,492,46,430,431,178,492
288,216,250,208,200,250,168,283,204,211,206,181
288,216,250,208,200,250,168,283,204,211,206,181
206,181,288,216,250,208,200,250,168,283,204,211
206,181,288,216,250,208,200,250,168,283,204,211
1160,1296,3075,396,3028,1051,1522,1793,492,3719,629,1520
1160,1296,3075,396,3028,1051,1522,1793,492,3719,629,1520
629,1520,1160,1296,3075,396,3028,1051,1522,1793,492,3719
629,1520,1160,1296,3075,396,3028,1051,1522,1793,492,3719
177,581,220,457,566,268,687,306,245,277,476,549
177,581,220,457,566,268,687,306,245,277,476,549
476,549,177,581,220,457,566,268,687,306,245,277
476,549,177,581,220,457,566,268,687,306,245,277
537,198,689,300,386,175,409,757,219,413,259,639
537,198,689,300,386,175,409,757,219,413,259,639
259,639,537,198,689,300,386,175,409,757,219,413
259,639,537,198,689,300,386,175,409,757,219,413
460,7,342,17,315,226,64,427,22,208,8,273
460,7,342,17,315,226,64,427,22,208,8,273
8,273,460,7,342,17,315,226,64,427,22,208
8,273,460,7,342,17,315,226,64,427,22,208
1156,595,518,187,687,800,165,662,265,770,603,188
1156,595,518,187,687,800,165,662,265,770,603,188
603,188,1156,595,518,187,687,800,165,662,265,770
603,188,1156,595,518,187,687,800,165,662,265,770
281,248,689,144,448,141,464,542,92,625,147,533
281,248,689,144,448,141,464,542,92,625,147,533
147,533,281,248,689,144,448,141,464,542,92,625
147,533,281,248,689,144,448,141,464,542,92,625
578,14,509,358,152,424,140,699,188,219,220,291
578,14,509,358,152,424,140,699,188,219,220,291
220,291,578,14,509,358,152,424,140,699,188,219
220,291,578,14,509,358,152,424,140,699,188,219
829,114,725,177,845,501,98,1064,210,529,151,608
829,114,725,177,845,501,98,1064,210,529,151,608
151,608,829,114,725,177,845,501,98,1064,210,529
151,608,829,114,725,177,845,501,98,1064,210,529
75,7,173,351,12,240,28,250,156,45,405,6
75,7,173,351,12,240,28,250,156,45,405,6
405,6,75,7,173,351,12,240,28,250,156,45
405,6,75,7,173,351,12,240,28,250,156,45
389,822,3228,226,1385,222,1747,1370,214,2346,356,877
389,822,3228,226,1385,222,1747,1370,214,2346,356,877
356,877,389,822,3228,226,1385,222,1747,1370,214,2346
356,877,389,822,3228,226,1385,222,1747,1370,214,2346
1013,305,579,180,684,806,167,940,175,545,461,389
1013,305,579,180,684,806,167,940,175,545,461,389
461,389,1013,305,579,180,684,806,167,940,175,545
461,389,1013,305,579,180,684,806,167,940,175,545
716,292,108,326,202,544,60,386,360,44,342,96
716,292,108,326,202,544,60,386,360,44,342,96
342,96,716,292,108,326,202,544,60,386,360,44
342,96,716,292,108,326,202,544,60,386,360,44
21,115,101,33,260,12,69,6,109,216,1,147
21,115,101,33,260,12,69,6,109,216,1,147
1,147,21,115,101,33,260,12,69,6,109,216
1,147,21,115,101,33,260,12,69,6,109,216
124,17,248,0,93,10,97,251,0,146,2,172
124,17,248,0,93,10,97,251,0,146,2,172
2,172,124,17,248,0,93,10,97,251,0,146
2,172,124,17,248,0,93,10,97,251,0,146
648,284,307,557,149,592,133,631,514,127,297,242
648,284,307,557,149,592,133,631,514,127,297,242
297,242,648,284,307,557,149,592,133,631,514,127
297,242,648,284,307,557,149,592,133,631,514,127
375,91,459,90,297,119,271,625,25,253,38,429
375,91,459,90,297,119,271,625,25,253,38,429
38,429,375,91,459,90,297,119,271,625,25,253
38,429,375,91,459,90,297,119,271,625,25,253
607,54,307,77,278,391,84,553,89,260,143,220
607,54,307,77,278,391,84,553,89,260,143,220
143,220,607,54,307,77,278,391,84,553,89,260
143,220,607,54,307,77,278,391,84,553,89,260
845,344,925,291,684,272,503,939,302,653,172,768
845,344,925,291,684,272,503,939,302,653,172,768
172,768,845,344,925,291,684,272,503,939,302,653
172,768,845,344,925,291,684,272,503,939,302,653
633,126,267,137,338,493,73,409,152,376,249,140
633,126,267,137,338,493,73,409,152,376,249,140
249,140,633,126,267,137,338,493,73,409,152,376
249,140,633,126,267,137,338,493,73,409,152,376
35,121,139,16,235,23,95,59,78,232,6,93
35,121,139,16,235,23,95,59,78,232,6,93
6,93,35,121,139,16,235,23,95,59,78,232
6,93,35,121,139,16,235,23,95,59,78,232
302,17,135,46,159,103,38,164,49,122,24,148
302,17,135,46,159,103,38,164,49,122,24,148
24,148,302,17,135,46,159,103,38,164,49,122
24,148,302,17,135,46,159,103,38,164,49,122
21,154,5,98,26,72,172,13,118,2,122,78
21,154,5,98,26,72,172,13,118,2,122,78
122,78,21,154,5,98,26,72,172,13,118,2
122,78,21,154,5,98,26,72,172,13,118,2
321,91,154,60,89,283,108,209,84,147,86,90
321,91,154,60,89,283,108,209,84,147,86,90
86,90,321,91,154,60,89,283,108,209,84,147
86,90,321,91,154,60,89,283,108,209,84,147
20,9,44,23,45,14,24,35,5,49,8,44
20,9,44,23,45,14,24,35,5,49,8,44
8,44,20,9,44,23,45,14,24,35,5,49
8,44,20,9,44,23,45,14,24,35,5,49
2,22,23,2,32,0,11,0,11,28,4,15
2,22,23,2,32,0,11,0,11,28,4,15
4,15,2,22,23,2,32,0,11,0,11,28
4,15,2,22,23,2,32,0,11,0,11,28
13,147,77,20,37,43,157,9,141,109,3,106
13,147,77,20,37,43,157,9,141,109,3,106
3,106,13,147,77,20,37,43,157,9,141,109
3,106,13,147,77,20,37,43,157,9,141,109
86,49,18,30,25,80,21,62,47,19,50,22
86,49,18,30,25,80,21,62,47,19,50,22
50,22,86,49,18,30,25,80,21,62,47,19
50,22,86,49,18,30,25,80,21,62,47,19
1806,1064,1219,1338,3820,689,2388,2216,1050,2091,755,3776
1806,1064,1219,1338,3820,689,2388,2216,1050,2091,755,3776
755,3776,1806,1064,1219,1338,3820,689,2388,2216,1050,2091
755,3776,1806,1064,1219,1338,3820,689,2388,2216,1050,2091
167,22,238,185,20,136,38,201,48,139,221,20
167,22,238,185,20,136,38,201,48,139,221,20
221,20,167,22,238,185,20,136,38,201,48,139
221,20,167,22,238,185,20,136,38,201,48,139
425,55,279,264,115,271,54,462,265,79,107,122
425,55,279,264,115,271,54,462,265,79,107,122
107,122,425,55,279,264,115,271,54,462,265,79
107,122,425,55,279,264,115,271,54,462,265,79
67,74,50,54,184,17,151,97,41,65,32,282
67,74,50,54,184,17,151,97,41,65,32,282
32,282,67,74,50,54,184,17,151,97,41,65
32,282,67,74,50,54,184,17,151,97,41,65
255,542,74,445,241,212,361,169,605,241,187,157
255,542,74,445,241,212,361,169,605,241,187,157
187,157,255,542,74,445,241,212,361,169,605,241
187,157,255,542,74,445,241,212,361,169,605,241
72,337,127,204,196,160,349,195,154,100,201,359
72,337,127,204,196,160,349,195,154,100,201,359
201,359,72,337,127,204,196,160,349,195,154,100
201,359,72,337,127,204,196,160,349,195,154,100
442,156,693,487,249,301,265,603,301,378,665,159
442,156,693,487,249,301,265,603,301,378,665,159
665,159,442,156,693,487,249,301,265,603,301,378
665,159,442,156,693,487,249,301,265,603,301,378
17,338,6,185,7,46,289,6,273,5,218,50
17,338,6,185,7,46,289,6,273,5,218,50
218,50,17,338,6,185,7,46,289,6,273,5
218,50,17,338,6,185,7,46,289,6,273,5
347,112,232,166,488,258,115,259,190,356,127,307
347,112,232,166,488,258,115,259,190,356,127,307
127,307,347,112,232,166,488,258,115,259,190,356
127,307,347,112,232,166,488,258,115,259,190,356
121,143,32,153,66,171,124,22,67,76,130,26
121,143,32,153,66,171,124,22,67,76,130,26
130,26,121,143,32,153,66,171,124,22,67,76
130,26,121,143,32,153,66,171,124,22,67,76
111,129,29,149,60,156,112,22,64,67,118,27
111,129,29,149,60,156,112,22,64,67,118,27
118,27,111,129,29,149,60,156,112,22,64,67
118,27,111,129,29,149,60,156,112,22,64,67
121,24,89,280,39,157,10,197,87,49,176,60
121,24,89,280,39,157,10,197,87,49,176,60
176,60,121,24,89,280,39,157,10,197,87,49
176,60,121,24,89,280,39,157,10,197,87,49
99,351,77,87,95,71,120,50,345,148,25,76
99,351,77,87,95,71,120,50,345,148,25,76
25,76,99,351,77,87,95,71,120,50,345,148
25,76,99,351,77,87,95,71,120,50,345,148
194,171,216,121,204,172,165,165,144,194,133,219
194,171,216,121,204,172,165,165,144,194,133,219
133,219,194,171,216,121,204,172,165,165,144,194
133,219,194,171,216,121,204,172,165,165,144,194
66,161,3,143,57,97,59,4,623,7,51,63
66,161,3,143,57,97,59,4,623,7,51,63
51,63,66,161,3,143,57,97,59,4,623,7
51,63,66,161,3,143,57,97,59,4,623,7
334,80,222,211,45,181,48,298,135,31,97,94
334,80,222,211,45,181,48,298,135,31,97,94
97,94,334,80,222,211,45,181,48,298,135,31
97,94,334,80,222,211,45,181,48,298,135,31
472,516,242,487,228,646,394,327,456,317,551,160
472,516,242,487,228,646,394,327,456,317,551,160
551,160,472,516,242,487,228,646,394,327,456,317
551,160,472,516,242,487,228,646,394,327,456,317
355,100,235,160,521,266,113,252,197,383,124,321
355,100,235,160,521,266,113,252,197,383,124,321
124,321,355,100,235,160,521,266,113,252,197,383
