0,1,2,3,4,5,6,7,8,9,10,11
124,321,355,100,235,160,521,266,113,252,197,383
47,273,133,100,76,116,203,45,155,140,104,154
47,273,133,100,76,116,203,45,155,140,104,154
104,154,47,273,133,100,76,116,203,45,155,140
104,154,47,273,133,100,76,116,203,45,155,140
132,673,127,457,92,417,567,71,419,209,435,370
132,673,127,457,92,417,567,71,419,209,435,370
435,370,132,673,127,457,92,417,567,71,419,209
435,370,132,673,127,457,92,417,567,71,419,209
89,44,51,45,208,4,45,28,48,130,0,44
89,44,51,45,208,4,45,28,48,130,0,44
0,44,89,44,51,45,208,4,45,28,48,130
0,44,89,44,51,45,208,4,45,28,48,130
41,9,69,21,57,2,35,42,0,33,6,70
41,9,69,21,57,2,35,42,0,33,6,70
6,70,41,9,69,21,57,2,35,42,0,33
6,70,41,9,69,21,57,2,35,42,0,33
131,51,102,195,60,130,67,146,175,54,238,73
131,51,102,195,60,130,67,146,175,54,238,73
238,73,131,51,102,195,60,130,67,146,175,54
238,73,131,51,102,195,60,130,67,146,175,54
73,151,46,156,321,26,220,43,238,165,71,372
73,151,46,156,321,26,220,43,238,165,71,372
71,372,73,151,46,156,321,26,220,43,238,165
71,372,73,151,46,156,321,26,220,43,238,165
196,29,195,140,49,115,81,195,98,38,25,52
196,29,195,140,49,115,81,195,98,38,25,52
25,52,196,29,195,140,49,115,81,195,98,38
25,52,196,29,195,140,49,115,81,195,98,38
116,78,87,169,64,87,59,183,167,75,190,107
116,78,87,169,64,87,59,183,167,75,190,107
190,107,116,78,87,169,64,87,59,183,167,75
190,107,116,78,87,169,64,87,59,183,167,75
14,338,6,185,7,46,288,6,273,5,219,53
14,338,6,185,7,46,288,6,273,5,219,53
219,53,14,338,6,185,7,46,288,6,273,5
219,53,14,338,6,185,7,46,288,6,273,5
107,22,115,12,126,61,32,115,18,61,3,51
107,22,115,12,126,61,32,115,18,61,3,51
3,51,107,22,115,12,126,61,32,115,18,61
3,51,107,22,115,12,126,61,32,115,18,61
317,118,47,98,56,228,44,144,142,76,152,35
317,118,47,98,56,228,44,144,142,76,152,35
152,35,317,118,47,98,56,228,44,144,142,76
152,35,317,118,47,98,56,228,44,144,142,76
153,60,143,78,182,104,48,74,82,195,77,122
153,60,143,78,182,104,48,74,82,195,77,122
77,122,153,60,143,78,182,104,48,74,82,195
77,122,153,60,143,78,182,104,48,74,82,195
20,27,19,32,57,12,32,28,29,27,21,67
20,27,19,32,57,12,32,28,29,27,21,67
21,67,20,27,19,32,57,12,32,28,29,27
21,67,20,27,19,32,57,12,32,28,29,27
474,329,210,547,138,276,106,394,384,130,245,111
474,329,210,547,138,276,106,394,384,130,245,111
245,111,474,329,210,547,138,276,106,394,384,130
245,111,474,329,210,547,138,276,106,394,384,130
249,162,11,89,68,136,11,133,152,19,125,51
249,162,11,89,68,136,11,133,152,19,125,51
125,51,249,162,11,89,68,136,11,133,152,19
125,51,249,162,11,89,68,136,11,133,152,19
452,94,324,193,373,382,124,235,146,487,247,255
452,94,324,193,373,382,124,235,146,487,247,255
247,255,452,94,324,193,373,382,124,235,146,487
247,255,452,94,324,193,373,382,124,235,146,487
440,404,173,632,266,440,132,376,455,143,443,268
440,404,173,632,266,440,132,376,455,143,443,268
443,268,440,404,173,632,266,440,132,376,455,143
443,268,440,404,173,632,266,440,132,376,455,143
56,0,42,0,54,14,8,0,28,58,0,52
56,0,42,0,54,14,8,0,28,58,0,52
0,52,56,0,42,0,54,14,8,0,28,58
0,52,56,0,42,0,54,14,8,0,28,58
5,51,22,15,69,5,27,6,41,87,8,37
5,51,22,15,69,5,27,6,41,87,8,37
8,37,5,51,22,15,69,5,27,6,41,87
8,37,5,51,22,15,69,5,27,6,41,87
21,197,53,95,32,77,142,22,135,46,126,106
21,197,53,95,32,77,142,22,135,46,126,106
126,106,21,197,53,95,32,77,142,22,135,46
126,106,21,197,53,95,32,77,142,22,135,46
62,8,132,1,76,10,23,134,0,124,0,102
62,8,132,1,76,10,23,134,0,124,0,102
0,102,62,8,132,1,76,10,23,134,0,124
0,102,62,8,132,1,76,10,23,134,0,124
62,209,41,191,223,46,178,50,219,136,47,172
62,209,41,191,223,46,178,50,219,136,47,172
47,172,62,209,41,191,223,46,178,50,219,136
47,172,62,209,41,191,223,46,178,50,219,136
178,491,360,356,462,265,609,353,393,369,430,473
178,491,360,356,462,265,609,353,393,369,430,473
430,473,178,491,360,356,462,265,609,353,393,369
430,473,178,491,360,356,462,265,609,353,393,369
134,45,185,29,142,172,39,119,69,246,51,73
134,45,185,29,142,172,39,119,69,246,51,73
51,73,134,45,185,29,142,172,39,119,69,246
51,73,134,45,185,29,142,172,39,119,69,246
131,54,23,178,32,124,6,103,128,6,93,18
131,54,23,178,32,124,6,103,128,6,93,18
93,18,131,54,23,178,32,124,6,103,128,6
93,18,131,54,23,178,32,124,6,103,128,6
284,343,156,733,68,543,210,347,770,48,632,162
284,343,156,733,68,543,210,347,770,48,632,162
632,162,284,343,156,733,68,543,210,347,770,48
632,162,284,343,156,733,68,543,210,347,770,48
1703,722,343,837,568,1560,366,955,1124,408,906,379
1703,722,343,837,568,1560,366,955,1124,408,906,379
906,379,1703,722,343,837,568,1560,366,955,1124,408
906,379,1703,722,343,837,568,1560,366,955,1124,408
334,263,78,250,97,182,123,154,372,108,236,132
334,263,78,250,97,182,123,154,372,108,236,132
236,132,334,263,78,250,97,182,123,154,372,108
236,132,334,263,78,250,97,182,123,154,372,108
38,78,45,183,119,34,88,70,122,46,87,184
38,78,45,183,119,34,88,70,122,46,87,184
87,184,38,78,45,183,119,34,88,70,122,46
87,184,38,78,45,183,119,34,88,70,122,46
269,365,373,361,420,182,564,446,260,230,346,570
269,365,373,361,420,182,564,446,260,230,346,570
346,570,269,365,373,361,420,182,564,446,260,230
346,570,269,365,373,361,420,182,564,446,260,230
619,81,213,226,130,287,17,520,339,27,52,127
619,81,213,226,130,287,17,520,339,27,52,127
52,127,619,81,213,226,130,287,17,520,339,27
52,127,619,81,213,226,130,287,17,520,339,27
156,364,12,166,28,348,270,36,204,26,352,0
156,364,12,166,28,348,270,36,204,26,352,0
352,0,156,364,12,166,28,348,270,36,204,26
352,0,156,364,12,166,28,348,270,36,204,26
159,61,119,238,72,143,80,178,198,54,300,87
159,61,119,238,72,143,80,178,198,54,300,87
300,87,159,61,119,238,72,143,80,178,198,54
300,87,159,61,119,238,72,143,80,178,198,54
513,446,180,706,283,476,149,410,477,175,472,306
513,446,180,706,283,476,149,410,477,175,472,306
472,306,513,446,180,706,283,476,149,410,477,175
472,306,513,446,180,706,283,476,149,410,477,175
110,298,84,229,221,92,216,104,286,142,132,163
110,298,84,229,221,92,216,104,286,142,132,163
132,163,110,298,84,229,221,92,216,104,286,142
132,163,110,298,84,229,221,92,216,104,286,142
221,117,60,246,17,148,5,154,234,15,202,14
221,117,60,246,17,148,5,154,234,15,202,14
202,14,221,117,60,246,17,148,5,154,234,15
202,14,221,117,60,246,17,148,5,154,234,15
104,154,110,139,300,36,143,157,231,228,56,443
104,154,110,139,300,36,143,157,231,228,56,443
56,443,104,154,110,139,300,36,143,157,231,228
56,443,104,154,110,139,300,36,143,157,231,228
46,67,61,103,43,94,104,58,22,58,148,16
46,67,61,103,43,94,104,58,22,58,148,16
148,16,46,67,61,103,43,94,104,58,22,58
148,16,46,67,61,103,43,94,104,58,22,58
129,0,103,9,194,50,5,48,58,172,0,119
129,0,103,9,194,50,5,48,58,172,0,119
0,119,129,0,103,9,194,50,5,48,58,172
0,119,129,0,103,9,194,50,5,48,58,172
280,147,18,23,38,171,31,112,131,7,111,18
280,147,18,23,38,171,31,112,131,7,111,18
111,18,280,147,18,23,38,171,31,112,131,7
111,18,280,147,18,23,38,171,31,112,131,7
9,44,64,4,61,9,46,51,12,90,25,48
9,44,64,4,61,9,46,51,12,90,25,48
25,48,9,44,64,4,61,9,46,51,12,90
25,48,9,44,64,4,61,9,46,51,12,90
16,176,44,197,85,72,194,42,97,17,185,207
16,176,44,197,85,72,194,42,97,17,185,207
185,207,16,176,44,197,85,72,194,42,97,17
185,207,16,176,44,197,85,72,194,42,97,17
33,24,105,3,54,108,6,75,0,120,51,0
33,24,105,3,54,108,6,75,0,120,51,0
51,0,33,24,105,3,54,108,6,75,0,120
51,0,33,24,105,3,54,108,6,75,0,120
262,552,104,744,853,149,763,130,729,319,267,680
262,552,104,744,853,149,763,130,729,319,267,680
267,680,262,552,104,744,853,149,763,130,729,319
267,680,262,552,104,744,853,149,763,130,729,319
99,189,181,157,232,145,284,172,105,74,199,319
99,189,181,157,232,145,284,172,105,74,199,319
199,319,99,189,181,157,232,145,284,172,105,74
199,319,99,189,181,157,232,145,284,172,105,74
32,178,363,17,255,58,193,132,73,373,37,130
32,178,363,17,255,58,193,132,73,373,37,130
37,130,32,178,363,17,255,58,193,132,73,373
37,130,32,178,363,17,255,58,193,132,73,373
29,157,286,16,221,49,154,93,74,328,33,122
29,157,286,16,221,49,154,93,74,328,33,122
33,122,29,157,286,16,221,49,154,93,74,328
33,122,29,157,286,16,221,49,154,93,74,328
123,57,196,43,71,149,42,118,23,165,86,32
123,57,196,43,71,149,42,118,23,165,86,32
86,32,123,57,196,43,71,149,42,118,23,165
86,32,123,57,196,43,71,149,42,118,23,165
189,27,125,48,282,137,30,88,122,211,39,151
189,27,125,48,282,137,30,88,122,211,39,151
39,151,189,27,125,48,282,137,30,88,122,211
39,151,189,27,125,48,282,137,30,88,122,211
88,282,56,219,85,251,236,23,231,85,140,56
88,282,56,219,85,251,236,23,231,85,140,56
140,56,88,282,56,219,85,251,236,23,231,85
140,56,88,282,56,219,85,251,236,23,231,85
7,171,22,50,18,53,90,15,73,20,101,86
7,171,22,50,18,53,90,15,73,20,101,86
101,86,7,171,22,50,18,53,90,15,73,20
101,86,7,171,22,50,18,53,90,15,73,20
509,750,168,505,357,720,573,151,965,389,367,324
509,750,168,505,357,720,573,151,965,389,367,324
367,324,509,750,168,505,357,720,573,151,965,389
367,324,509,750,168,505,357,720,573,151,965,389
163,102,163,242,29,174,44,177,153,29,184,42
163,102,163,242,29,174,44,177,153,29,184,42
184,42,163,102,163,242,29,174,44,177,153,29
184,42,163,102,163,242,29,174,44,177,153,29
28,165,9,79,15,64,144,15,125,19,108,67
28,165,9,79,15,64,144,15,125,19,108,67
108,67,28,165,9,79,15,64,144,15,125,19
108,67,28,165,9,79,15,64,144,15,125,19
381,630,133,1067,385,366,220,447,937,155,654,385
381,630,133,1067,385,366,220,447,937,155,654,385
654,385,381,630,133,1067,385,366,220,447,937,155
654,385,381,630,133,1067,385,366,220,447,937,155
403,663,150,440,342,545,502,150,868,323,304,325
403,663,150,440,342,545,502,150,868,323,304,325
304,325,403,663,150,440,342,545,502,150,868,323
304,325,403,663,150,440,342,545,502,150,868,323
43,58,47,106,72,77,81,70,136,49,129,93
43,58,47,106,72,77,81,70,136,49,129,93
129,93,43,58,47,106,72,77,81,70,136,49
129,93,43,58,47,106,72,77,81,70,136,49
151,726,175,498,283,280,668,84,615,168,432,387
151,726,175,498,283,280,668,84,615,168,432,387
432,387,151,726,175,498,283,280,668,84,615,168
432,387,151,726,175,498,283,280,668,84,615,168
225,27,219,46,193,217,42,268,68,143,28,160
225,27,219,46,193,217,42,268,68,143,28,160
28,160,225,27,219,46,193,217,42,268,68,143
28,160,225,27,219,46,193,217,42,268,68,143
122,295,147,402,319,130,186,141,295,126,146,289
122,295,147,402,319,130,186,141,295,126,146,289
146,289,122,295,147,402,319,130,186,141,295,126
146,289,122,295,147,402,319,130,186,141,295,126
11,122,80,25,57,45,121,18,70,99,8,83
11,122,80,25,57,45,121,18,70,99,8,83
8,83,11,122,80,25,57,45,121,18,70,99
8,83,11,122,80,25,57,45,121,18,70,99
329,72,217,38,187,303,40,332,27,332,184,70
329,72,217,38,187,303,40,332,27,332,184,70
184,70,329,72,217,38,187,303,40,332,27,332
184,70,329,72,217,38,187,303,40,332,27,332
175,224,93,331,133,128,79,143,342,88,168,119
175,224,93,331,133,128,79,143,342,88,168,119
168,119,175,224,93,331,133,128,79,143,342,88
168,119,175,224,93,331,133,128,79,143,342,88
153,60,143,78,182,104,48,74,82,195,77,122
153,60,143,78,182,104,48,74,82,195,77,122
77,122,153,60,143,78,182,104,48,74,82,195
77,122,153,60,143,78,182,104,48,74,82,195
154,155,11,109,22,234,151,56,369,12,151,3
154,155,11,109,22,234,151,56,369,12,151,3
151,3,154,155,11,109,22,234,151,56,369,12
151,3,154,155,11,109,22,234,151,56,369,12
114,526,370,179,570,154,672,523,169,126,368,657
114,526,370,179,570,154,672,523,169,126,368,657
368,657,114,526,370,179,570,154,672,523,169,126
368,657,114,526,370,179,570,154,672,523,169,126
72,239,157,156,213,122,245,173,145,99,188,243
72,239,157,156,213,122,245,173,145,99,188,243
188,243,72,239,157,156,213,122,245,173,145,99
188,243,72,239,157,156,213,122,245,173,145,99
75,2,23,7,57,31,4,77,2,47,3,22
75,2,23,7,57,31,4,77,2,47,3,22
3,22,75,2,23,7,57,31,4,77,2,47
3,22,75,2,23,7,57,31,4,77,2,47
11,72,7,40,31,0,40,2,78,31,4,14
11,72,7,40,31,0,40,2,78,31,4,14
4,14,11,72,7,40,31,0,40,2,78,31
4,14,11,72,7,40,31,0,40,2,78,31
16,30,32,68,12,46,64,12,20,22,58,54
16,30,32,68,12,46,64,12,20,22,58,54
58,54,16,30,32,68,12,46,64,12,20,22
58,54,16,30,32,68,12,46,64,12,20,22
20,32,79,0,28,3,65,43,3,4,22,104
20,32,79,0,28,3,65,43,3,4,22,104
22,104,20,32,79,0,28,3,65,43,3,4
22,104,20,32,79,0,28,3,65,43,3,4
12,81,110,6,123,13,129,76,35,268,10,96
12,81,110,6,123,13,129,76,35,268,10,96
10,96,12,81,110,6,123,13,129,76,35,268
10,96,12,81,110,6,123,13,129,76,35,268
181,546,28,417,220,134,332,59,631,218,146,105
181,546,28,417,220,134,332,59,631,218,146,105
146,105,181,546,28,417,220,134,332,59,631,218
146,105,181,546,28,417,220,134,332,59,631,218
63,162,4,140,61,95,56,6,625,7,52,64
63,162,4,140,61,95,56,6,625,7,52,64
52,64,63,162,4,140,61,95,56,6,625,7
52,64,63,162,4,140,61,95,56,6,625,7
317,118,47,98,56,228,44,144,142,76,152,35
317,118,47,98,56,228,44,144,142,76,152,35
152,35,317,118,47,98,56,228,44,144,142,76
152,35,317,118,47,98,56,228,44,144,142,76
391,185,52,489,90,170,20,176,505,54,169,48
391,185,52,489,90,170,20,176,505,54,169,48
169,48,391,185,52,489,90,170,20,176,505,54
169,48,391,185,52,489,90,170,20,176,505,54
196,211,60,198,94,233,160,88,114,116,208,80
196,211,60,198,94,233,160,88,114,116,208,80
208,80,196,211,60,198,94,233,160,88,114,116
208,80,196,211,60,198,94,233,160,88,114,116
420,319,23,318,46,136,19,121,357,24,313,43
420,319,23,318,46,136,19,121,357,24,313,43
313,43,420,319,23,318,46,136,19,121,357,24
313,43,420,319,23,318,46,136,19,121,357,24
101,222,62,384,188,100,324,83,283,59,213,269
101,222,62,384,188,100,324,83,283,59,213,269
213,269,101,222,62,384,188,100,324,83,283,59
213,269,101,222,62,384,188,100,324,83,283,59
143,19,70,25,101,132,5,117,11,172,63,39
143,19,70,25,101,132,5,117,11,172,63,39
63,39,143,19,70,25,101,132,5,117,11,172
63,39,143,19,70,25,101,132,5,117,11,172
173,496,28,388,199,141,300,59,588,210,137,97
173,496,28,388,199,141,300,59,588,210,137,97
137,97,173,496,28,388,199,141,300,59,588,210
137,97,173,496,28,388,199,141,300,59,588,210
430,301,92,404,134,382,168,189,534,53,306,112
430,301,92,404,134,382,168,189,534,53,306,112
306,112,430,301,92,404,134,382,168,189,534,53
306,112,430,301,92,404,134,382,168,189,534,53
325,300,57,432,241,238,140,191,507,78,261,198
325,300,57,432,241,238,140,191,507,78,261,198
261,198,325,300,57,432,241,238,140,191,507,78
261,198,325,300,57,432,241,238,140,191,507,78
2051,1036,579,1213,635,2195,272,1550,1569,344,1281,488
2051,1036,579,1213,635,2195,272,1550,1569,344,1281,488
1281,488,2051,1036,579,1213,635,2195,272,1550,1569,344
1281,488,2051,1036,579,1213,635,2195,272,1550,1569,344
78,301,90,301,62,240,321,42,311,69,344,228
78,301,90,301,62,240,321,42,311,69,344,228
344,228,78,301,90,301,62,240,321,42,311,69
344,228,78,301,90,301,62,240,321,42,311,69
225,27,219,46,193,217,42,268,68,143,28,160
225,27,219,46,193,217,42,268,68,143,28,160
28,160,225,27,219,46,193,217,42,268,68,143
28,160,225,27,219,46,193,217,42,268,68,143
70,71,158,0,193,214,0,141,0,259,84,0
70,71,158,0,193,214,0,141,0,259,84,0
84,0,70,71,158,0,193,214,0,141,0,259
84,0,70,71,158,0,193,214,0,141,0,259
0,34,2,49,24,5,95,3,29,0,24,48
0,34,2,49,24,5,95,3,29,0,24,48
24,48,0,34,2,49,24,5,95,3,29,0
24,48,0,34,2,49,24,5,95,3,29,0
254,132,20,334,35,103,15,83,315,42,157,1
254,132,20,334,35,103,15,83,315,42,157,1
157,1,254,132,20,334,35,103,15,83,315,42
157,1,254,132,20,334,35,103,15,83,315,42
0,75,186,0,108,6,202,54,24,174,21,75
0,75,186,0,108,6,202,54,24,174,21,75
21,75,0,75,186,0,108,6,202,54,24,174
21,75,0,75,186,0,108,6,202,54,24,174
150,257,35,327,102,124,87,139,366,58,263,153
150,257,35,327,102,124,87,139,366,58,263,153
263,153,150,257,35,327,102,124,87,139,366,58
263,153,150,257,35,327,102,124,87,139,366,58
469,1479,416,1242,2608,328,1809,311,2019,1354,462,2896
469,1479,416,1242,2608,328,1809,311,2019,1354,462,2896
462,2896,469,1479,416,1242,2608,328,1809,311,2019,1354
462,2896,469,1479,416,1242,2608,328,1809,311,2019,1354
110,187,18,199,35,158,135,59,235,18,110,36
110,187,18,199,35,158,135,59,235,18,110,36
110,36,110,187,18,199,35,158,135,59,235,18
110,36,110,187,18,199,35,158,135,59,235,18
88,208,75,176,262,35,252,79,200,164,60,217
88,208,75,176,262,35,252,79,200,164,60,217
60,217,88,208,75,176,262,35,252,79,200,164
60,217,88,208,75,176,262,35,252,79,200,164
41,8,22,24,1,16,6,40,21,6,4,15
41,8,22,24,1,16,6,40,21,6,4,15
4,15,41,8,22,24,1,16,6,40,21,6
4,15,41,8,22,24,1,16,6,40,21,6
296,17,137,46,157,107,39,173,51,122,24,153
296,17,137,46,157,107,39,173,51,122,24,153
24,153,296,17,137,46,157,107,39,173,51,122
24,153,296,17,137,46,157,107,39,173,51,122
53,33,10,45,62,15,22,56,68,24,12,60
53,33,10,45,62,15,22,56,68,24,12,60
12,60,53,33,10,45,62,15,22,56,68,24
12,60,53,33,10,45,62,15,22,56,68,24
103,0,181,36,12,87,31,93,0,86,150,0
103,0,181,36,12,87,31,93,0,86,150,0
150,0,103,0,181,36,12,87,31,93,0,86
150,0,103,0,181,36,12,87,31,93,0,86
65,91,196,41,166,101,66,57,88,172,25,123
65,91,196,41,166,101,66,57,88,172,25,123
25,123,65,91,196,41,166,101,66,57,88,172
25,123,65,91,196,41,166,101,66,57,88,172
156,66,136,102,36,266,44,81,0,95,228,0
156,66,136,102,36,266,44,81,0,95,228,0
228,0,156,66,136,102,36,266,44,81,0,95
228,0,156,66,136,102,36,266,44,81,0,95
81,649,462,235,483,146,272,245,253,713,103,286
81,649,462,235,483,146,272,245,253,713,103,286
103,286,81,649,462,235,483,146,272,245,253,713
103,286,81,649,462,235,483,146,272,245,253,713
353,81,245,228,45,192,52,319,150,30,95,102
353,81,245,228,45,192,52,319,150,30,95,102
95,102,353,81,245,228,45,192,52,319,150,30
95,102,353,81,245,228,45,192,52,319,150,30
83,56,78,238,19,142,48,128,85,46,264,46
83,56,78,238,19,142,48,128,85,46,264,46
264,46,83,56,78,238,19,142,48,128,85,46
264,46,83,56,78,238,19,142,48,128,85,46
26,47,78,380,47,77,142,64,127,14,230,84
26,47,78,380,47,77,142,64,127,14,230,84
230,84,26,47,78,380,47,77,142,64,127,14
230,84,26,47,78,380,47,77,142,64,127,14
264,5,132,0,239,160,39,398,5,54,5,118
264,5,132,0,239,160,39,398,5,54,5,118
5,118,264,5,132,0,239,160,39,398,5,54
5,118,264,5,132,0,239,160,39,398,5,54
142,388,54,230,148,107,300,40,339,147,132,147
142,388,54,230,148,107,300,40,339,147,132,147
132,147,142,388,54,230,148,107,300,40,339,147
132,147,142,388,54,230,148,107,300,40,339,147
144,0,50,2,32,109,2,76,2,82,23,15
144,0,50,2,32,109,2,76,2,82,23,15
23,15,144,0,50,2,32,109,2,76,2,82
23,15,144,0,50,2,32,109,2,76,2,82
88,208,75,176,262,35,252,79,200,164,60,217
88,208,75,176,262,35,252,79,200,164,60,217
60,217,88,208,75,176,262,35,252,79,200,164
60,217,88,208,75,176,262,35,252,79,200,164
78,6,37,35,119,24,50,45,18,78,10,83
78,6,37,35,119,24,50,45,18,78,10,83
10,83,78,6,37,35,119,24,50,45,18,78
10,83,78,6,37,35,119,24,50,45,18,78
52,0,47,84,4,52,12,98,93,6,97,11
52,0,47,84,4,52,12,98,93,6,97,11
97,11,52,0,47,84,4,52,12,98,93,6
97,11,52,0,47,84,4,52,12,98,93,6
65,34,38,57,4,24,29,81,26,41,45,3
65,34,38,57,4,24,29,81,26,41,45,3
45,3,65,34,38,57,4,24,29,81,26,41
45,3,65,34,38,57,4,24,29,81,26,41
246,400,812,88,630,164,454,532,124,860,154,420
246,400,812,88,630,164,454,532,124,860,154,420
154,420,246,400,812,88,630,164,454,532,124,860
154,420,246,400,812,88,630,164,454,532,124,860
570,79,452,145,314,561,60,489,61,399,361,127
570,79,452,145,314,561,60,489,61,399,361,127
361,127,570,79,452,145,314,561,60,489,61,399
361,127,570,79,452,145,314,561,60,489,61,399
886,474,2750,122,1030,26,1172,2658,72,2148,106,1320
886,474,2750,122,1030,26,1172,2658,72,2148,106,1320
106,1320,886,474,2750,122,1030,26,1172,2658,72,2148
106,1320,886,474,2750,122,1030,26,1172,2658,72,2148
336,21,372,1042,41,558,35,533,298,89,930,50
336,21,372,1042,41,558,35,533,298,89,930,50
930,50,336,21,372,1042,41,558,35,533,298,89
930,50,336,21,372,1042,41,558,35,533,298,89
400,10,182,27,131,347,1,181,20,247,152,42
400,10,182,27,131,347,1,181,20,247,152,42
152,42,400,10,182,27,131,347,1,181,20,247
152,42,400,10,182,27,131,347,1,181,20,247
186,52,252,119,95,151,58,236,43,173,155,52
186,52,252,119,95,151,58,236,43,173,155,52
155,52,186,52,252,119,95,151,58,236,43,173
155,52,186,52,252,119,95,151,58,236,43,173
96,6,216,0,60,0,56,222,0,118,0,194
96,6,216,0,60,0,56,222,0,118,0,194
0,194,96,6,216,0,60,0,56,222,0,118
0,194,96,6,216,0,60,0,56,222,0,118
719,67,514,623,120,426,103,987,245,198,549,143
719,67,514,623,120,426,103,987,245,198,549,143
549,143,719,67,514,623,120,426,103,987,245,198
549,143,719,67,514,623,120,426,103,987,245,198
110,776,2128,72,1258,136,1174,840,286,2024,88,754
110,776,2128,72,1258,136,1174,840,286,2024,88,754
88,754,110,776,2128,72,1258,136,1174,840,286,2024
88,754,110,776,2128,72,1258,136,1174,840,286,2024
1305,63,646,162,871,598,147,973,173,601,169,527
1305,63,646,162,871,598,147,973,173,601,169,527
169,527,1305,63,646,162,871,598,147,973,173,601
169,527,1305,63,646,162,871,598,147,973,173,601
1174,54,548,218,684,538,100,986,196,360,76,516
1174,54,548,218,684,538,100,986,196,360,76,516
76,516,1174,54,548,218,684,538,100,986,196,360
76,516,1174,54,548,218,684,538,100,986,196,360
158,19,192,151,45,214,10,118,15,115,190,6
158,19,192,151,45,214,10,118,15,115,190,6
190,6,158,19,192,151,45,214,10,118,15,115
190,6,158,19,192,151,45,214,10,118,15,115
87,689,1888,68,1151,67,991,566,232,1868,48,634
87,689,1888,68,1151,67,991,566,232,1868,48,634
48,634,87,689,1888,68,1151,67,991,566,232,1868
48,634,87,689,1888,68,1151,67,991,566,232,1868
780,288,2530,358,738,178,982,2280,98,1514,274,1358
780,288,2530,358,738,178,982,2280,98,1514,274,1358
274,1358,780,288,2530,358,738,178,982,2280,98,1514
274,1358,780,288,2530,358,738,178,982,2280,98,1514
263,82,536,42,229,23,246,462,13,353,22,298
263,82,536,42,229,23,246,462,13,353,22,298
22,298,263,82,536,42,229,23,246,462,13,353
22,298,263,82,536,42,229,23,246,462,13,353
2,56,78,0,66,6,68,58,20,102,2,40
2,56,78,0,66,6,68,58,20,102,2,40
2,40,2,56,78,0,66,6,68,58,20,102
2,40,2,56,78,0,66,6,68,58,20,102
137,1007,588,272,1283,148,776,191,817,1267,69,1061
137,1007,588,272,1283,148,776,191,817,1267,69,1061
69,1061,137,1007,588,272,1283,148,776,191,817,1267
69,1061,137,1007,588,272,1283,148,776,191,817,1267
460,232,462,341,244,474,353,400,247,341,313,255
460,232,462,341,244,474,353,400,247,341,313,255
313,255,460,232,462,341,244,474,353,400,247,341
313,255,460,232,462,341,244,474,353,400,247,341
72,0,57,3,66,57,6,75,0,49,9,40
72,0,57,3,66,57,6,75,0,49,9,40
9,40,72,0,57,3,66,57,6,75,0,49
9,40,72,0,57,3,66,57,6,75,0,49
572,17,335,22,355,398,16,521,32,222,83,201
572,17,335,22,355,398,16,521,32,222,83,201
83,201,572,17,335,22,355,398,16,521,32,222
83,201,572,17,335,22,355,398,16,521,32,222
490,75,543,1711,46,887,40,1127,596,144,1418,38
490,75,543,1711,46,887,40,1127,596,144,1418,38
1418,38,490,75,543,1711,46,887,40,1127,596,144
1418,38,490,75,543,1711,46,887,40,1127,596,144
112,0,30,2,40,50,0,96,0,36,28,24
112,0,30,2,40,50,0,96,0,36,28,24
28,24,112,0,30,2,40,50,0,96,0,36
28,24,112,0,30,2,40,50,0,96,0,36
750,335,260,517,164,619,144,562,648,145,717,193
750,335,260,517,164,619,144,562,648,145,717,193
717,193,750,335,260,517,164,619,144,562,648,145
717,193,750,335,260,517,164,619,144,562,648,145
431,141,910,100,368,116,383,869,83,507,89,672
431,141,910,100,368,116,383,869,83,507,89,672
89,672,431,141,910,100,368,116,383,869,83,507
89,672,431,141,910,100,368,116,383,869,83,507
688,18,546,2,478,266,96,582,32,364,8,358
688,18,546,2,478,266,96,582,32,364,8,358
8,358,688,18,546,2,478,266,96,582,32,364
8,358,688,18,546,2,478,266,96,582,32,364
50,0,48,30,2,48,6,38,0,42,50,12
50,0,48,30,2,48,6,38,0,42,50,12
50,12,50,0,48,30,2,48,6,38,0,42
50,12,50,0,48,30,2,48,6,38,0,42
77,816,2343,44,924,61,1130,537,150,1735,47,520
77,816,2343,44,924,61,1130,537,150,1735,47,520
47,520,77,816,2343,44,924,61,1130,537,150,1735
47,520,77,816,2343,44,924,61,1130,537,150,1735
935,19,967,633,154,1267,26,512,75,622,1389,52
935,19,967,633,154,1267,26,512,75,622,1389,52
1389,52,935,19,967,633,154,1267,26,512,75,622
1389,52,935,19,967,633,154,1267,26,512,75,622
162,42,218,94,70,206,21,141,49,105,224,36
162,42,218,94,70,206,21,141,49,105,224,36
224,36,162,42,218,94,70,206,21,141,49,105
224,36,162,42,218,94,70,206,21,141,49,105
62,198,347,25,257,0,260,183,32,431,8,192
62,198,347,25,257,0,260,183,32,431,8,192
8,192,62,198,347,25,257,0,260,183,32,431
8,192,62,198,347,25,257,0,260,183,32,431
1829,65,1136,53,1173,798,271,1790,51,838,52,870
1829,65,1136,53,1173,798,271,1790,51,838,52,870
52,870,1829,65,1136,53,1173,798,271,1790,51,838
52,870,1829,65,1136,53,1173,798,271,1790,51,838
470,97,493,60,424,292,116,676,81,458,82,368
470,97,493,60,424,292,116,676,81,458,82,368
82,368,470,97,493,60,424,292,116,676,81,458
82,368,470,97,493,60,424,292,116,676,81,458
